id,created_at,text
1005850392486383617,2018-06-11 00:00:00,"b'She is a symbol of inspiration, hope, and courage. She is the new ""Malalai of maiwand"" of Afghanistan! https://t.co/YF0SCuRkFB'"
19068514033,2010-07-21 18:00:00,b'Today i am again going  to start my workout .'
18828230833,2010-07-18 16:00:00,"b""It's my 3th day in ASAP/USAID, Afghanistan, I am enjoying both working and interaction with new friends."""
